card_id,name,rarity,stone,wind,veil,oath,eye,weight,upkeep,rules_text,section,initiative_text,initiative_summary
454,Eclipse Summoner,mid,2,2,3,5,2,4,4,Robed figure with crescent crown.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
455,Ash Sorcerer,mid,2,4,2,5,2,4,4,"Cloaked in soot-stained robes, carrying obsidian staff.",Specialists,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
456,Ember Seer,mid,5,2,3,1,2,4,3,Tattooed mage glowing red.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
457,Smoke Weaver,mid,2,2,3,3,2,4,2,Shrouded in smoke veil.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
458,Crimson Thaumaturge,mid,1,5,2,2,3,4,3,"Robed in scarlet, knife dripping.",Specialists,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
459,Flesh Carver,mid,4,1,1,4,1,4,3,Hooded ritualist with knives.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
460,Red Soothsayer,mid,1,1,4,5,1,4,3,Covered in blood-painted glyphs.,Specialists,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
461,Sand Alchemist,mid,1,1,3,1,3,3,1,"Cloaked in desert rags, carrying vials.",Specialists,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
462,Venom Brewer,mid,2,2,4,1,1,4,2,Alchemist with scorpion vials.,Specialists,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
463,Dust Chemist,mid,1,4,1,3,1,4,2,Masked chemist with dust gourds.,Specialists,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
464,Crimson Visionary,mid,3,4,2,1,2,4,3,"Hooded in red, glowing eyes.",Specialists,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
465,Sand Prophetess,mid,2,3,4,2,1,4,3,"Robed in sand-colored garb, crystal staff.",Specialists,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
466,Bone Binder,mid,4,1,4,1,1,4,3,"Cloaked in bones, skull staff.",Specialists,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
467,Ash Idolator,mid,5,1,2,2,3,4,3,Carrying burning idol fragment.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
468,Crimson Caller,mid,5,1,2,4,2,4,4,Ritualist with crimson horn.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
469,Ash Mechanist,mid,2,4,2,4,1,4,3,Engineer fused with ash-plated gears.,Specialists,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
470,Bone Artificer,mid,2,1,2,2,2,3,1,Inventor stitched with bones.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
471,Sand Tinker,mid,2,2,2,1,4,4,2,Small figure carrying desert tools.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
472,Ash Weaver,mid,1,5,3,1,2,4,3,"Cloaked in soot, glowing runes.",Specialists,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
473,Blood Sculptor,mid,2,3,1,2,3,4,2,Ritualist cloaked in crimson.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
474,Sand Mystic,mid,2,2,3,2,4,4,3,Covered in desert crystals.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
475,Crimson Binder,mid,2,3,1,2,2,3,1,Shackled with red chains.,Specialists,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
476,Bone Harvester,mid,2,2,1,1,5,4,3,Tall figure with scythe of bones.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
477,Ash Dreamer,mid,2,1,1,4,4,4,3,"Cloaked in soot, glowing eyes.",Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
478,Crimson Scribe,mid,2,2,3,1,3,4,2,"Tattooed with crimson glyphs, scrolls glowing.",Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
479,Cuneiform Savant,mid,1,4,3,1,2,4,2,"Cloaked scholar, skin inscribed with shifting runes.",Specialists,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
480,Tablet Keeper,mid,1,3,2,3,1,4,2,Hooded figure carrying cracked clay tablets.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
481,Sigil Binder,mid,2,2,2,3,4,4,3,Ritualist etched with glowing sigils.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
482,Viscera Sculptor,mid,1,2,3,1,5,4,3,Hooded figure with bone tools.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
483,Crimson Oracle,mid,2,1,4,2,3,4,3,Woman covered in blood glyphs.,Specialists,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
484,Vow Keeper,mid,1,1,3,2,4,4,2,Figure wrapped in parchment scrolls.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
485,Geas Weaver,mid,2,1,2,1,4,4,2,Tall cloaked figure with glowing staff.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
486,Covenant Breaker,mid,1,2,4,2,2,4,2,Scarred figure branded with failed vows.,Specialists,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
487,Ash Alchemist,mid,2,3,2,2,5,4,4,"Cloaked in soot, carrying ember vials.",Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
488,Crystal Brewer,mid,3,1,1,3,2,4,2,Chemist with crystal vials.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
489,Void Chemist,mid,1,1,3,3,1,3,1,Cloaked alchemist glowing black.,Specialists,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
490,Bone Conductor,mid,2,1,4,2,1,4,2,Necro-summoner with skull staff.,Specialists,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
491,Idol Worshipper,mid,1,1,3,1,5,4,3,Carrying fragment of glowing idol.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
492,Beast Caller,mid,1,3,1,4,2,4,2,Horned ritualist with bone flute.,Specialists,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
493,Rune Mechanist,mid,1,2,5,1,3,4,3,Engineer with glyph-etched tools.,Specialists,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
