lore_text,mechanics_text
"Ash Nomad Chieftain — ELITES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 3
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash High Priest — ELITES of Oath/Flux.
A figure between myth and mud, shaped by conflict.
Walks the path of Oath and Flux.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Glyph Knight — ELITES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 3
On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Halo Paladin — ELITES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 5
On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crystal Vanguard — ELITES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 3
Checks get +1 when adjacent to an ally.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Obsidian Berserker — ELITES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Oath Champion — ELITES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 3
Acts early; +1 range on the opening turn; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Blood Hierophant — ELITES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 4
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Rune Exarch — ELITES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 3
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Halo Prelate — ELITES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Void Inquisitor — ELITES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 4
Checks get +1 when adjacent to an ally.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Obelisk General — ELITES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 4
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Golden Strategos — ELITES of Eye/Flux.
A figure between myth and mud, shaped by conflict.
Walks the path of Eye and Flux.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 3
On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Rune Captain — ELITES of Veil/Flux.
A figure between myth and mud, shaped by conflict.
Walks the path of Veil and Flux.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 1
Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Halo Commander — ELITES of Flux/Eye.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Eye.","Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 4
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Void Centurion — ELITES of Oath/Flux.
A figure between myth and mud, shaped by conflict.
Walks the path of Oath and Flux.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crystal Colossus — ELITES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 3
Acts early; +1 range on the opening turn; Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Oath Leviathan — ELITES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
Checks get +1 when adjacent to an ally.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Halo Seraph — ELITES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 3
Checks get +1 when adjacent to an ally.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Hierarch — ELITES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Rune Pontiff — ELITES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 3
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Halo Exemplar — ELITES of Stone/Flux.
A figure between myth and mud, shaped by conflict.
Walks the path of Stone and Flux.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
End step: pay 1 supply or take 2 recoil.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Void Exarch — ELITES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 3
Allies within 1 tile gain +1 Guard this round; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crystal General — ELITES of Wind/Flux.
A figure between myth and mud, shaped by conflict.
Walks the path of Wind and Flux.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 3
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Golden Strategist — ELITES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 2
Checks get +1 when adjacent to an ally.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Obelisk Warden — ELITES of Flux/Oath.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Oath.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
Checks get +1 when adjacent to an ally.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Rune Marshal — ELITES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 3
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Halo Praetor — ELITES of Flux/Wind.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Wind.","Standard Initiative (5)
🛡️ Guard 2 • ⚔️ First Strike 4
Checks get +1 when adjacent to an ally.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Bone Horror King — ELITES of Flux/Stone.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Stone.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Halo Seraphim — ELITES of Eye/Flux.
A figure between myth and mud, shaped by conflict.
Walks the path of Eye and Flux.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 3
On attack, peek the top of an enemy deck; End step: pay 1 supply or take 2 recoil.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Lord — ELITES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 2
Shrouded on entry; adjacent enemies −1 accuracy; End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Rune Khan — ELITES of Flux/Veil.
A figure between myth and mud, shaped by conflict.
Walks the path of Flux and Veil.","Basic Initiative (3)
🛡️ Guard 3 • ⚔️ First Strike 2
End step: pay 1 supply or take 2 recoil.
• Count resources; burst then rotate.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
